class_id,accuracy,recall,sepcificity,f1,prevalence,ppv_per_class,npv_per_class,auc
0,0.98,0.0,0.999999999994898,0.0,0.02,0.0,0.9799999999951,0.5408163265306123
1,0.985,0.0,0.999999999994924,0.0,0.015,0.0,0.984999999995075,0.45346869712351945
2,0.865,0.0,0.9999999999942197,0.0,0.135,0.0,0.864999999995675,0.5908798972382787
3,0.995,0.0,0.9999999999949749,0.0,0.005,0.0,0.9949999999950251,0.6180904522613065
4,0.855,0.0,0.9999999999941521,0.0,0.145,0.0,0.8549999999957251,0.5730994152046784
5,0.955,0.0,0.9999999999947644,0.0,0.045,0.0,0.954999999995225,0.5631180919139034
6,0.945,0.0,0.999999999994709,0.0,0.055,0.0,0.9449999999952751,0.6320346320346321
7,0.905,0.0,0.9999999999944752,0.0,0.095,0.0,0.9049999999954751,0.5103227682465833
8,0.95,0.0,0.9999999999947369,0.0,0.05,0.0,0.9499999999952501,0.4457894736842105
9,0.97,0.0,0.9999999999948455,0.0,0.03,0.0,0.9699999999951501,0.5489690721649485
10,0.995,0.0,0.9999999999949749,0.0,0.005,0.0,0.9949999999950251,0.29145728643216084
11,0.995,0.0,0.9999999999949749,0.0,0.005,0.0,0.9949999999950251,0.7738693467336684
12,0.99,0.0,0.9999999999949496,0.0,0.01,0.0,0.9899999999950501,0.7525252525252525
13,0.965,0.0,0.9999999999948187,0.0,0.035,0.0,0.964999999995175,0.5684678016284234
