class_id,accuracy,recall,sepcificity,f1,prevalence,ppv_per_class,npv_per_class,auc
0,0.76,0.25,0.7704081632613755,0.04,0.02,0.021739130434782608,0.9805194805131136,0.48086734693877553
1,0.985,0.0,0.999999999994924,0.0,0.015,0.0,0.984999999995075,0.5854483925549916
2,0.725,0.2222222222222222,0.8034682080878413,0.1791044776119403,0.135,0.15,0.8687499999945704,0.5788910297580818
3,0.99,0.0,0.9949748743668595,0.0,0.005,0.0,0.9949748743668595,0.5226130653266332
4,0.725,0.2413793103448276,0.8070175438549297,0.2028985507246377,0.145,0.175,0.8624999999946095,0.6013309134906231
5,0.18,0.7777777777777778,0.15183246073218937,0.07865168539325842,0.045,0.04142011834319527,0.935483870937565,0.3717277486910995
6,0.765,0.9090909090909091,0.7566137566097534,0.29850746268656714,0.055,0.17857142857142858,0.9930555555486594,0.8489658489658489
7,0.875,0.10526315789473684,0.955801104967095,0.13793103448275862,0.095,0.2,0.9105263157846815,0.5702239022971793
8,0.41,0.6,0.39999999999789476,0.09230769230769231,0.05,0.05,0.949999999988125,0.4963157894736842
9,0.565,0.16666666666666666,0.5773195876258901,0.02247191011235955,0.03,0.012048192771084338,0.9572649572567755,0.3848797250859107
10,0.94,0.0,0.9447236180857049,0.0,0.005,0.0,0.9947089947037318,0.6633165829145728
11,0.275,1.0,0.2713567839182344,0.013605442176870748,0.005,0.00684931506849315,0.9999999999814816,0.6783919597989949
12,0.85,0.5,0.8535353535310428,0.0625,0.01,0.03333333333333333,0.9941176470529759,0.8156565656565656
13,0.655,0.7142857142857143,0.6528497409292598,0.12658227848101267,0.035,0.06944444444444445,0.9843749999923097,0.7091043671354552
