class_id,accuracy,recall,sepcificity,f1,prevalence,ppv_per_class,npv_per_class,auc
0,0.785,0.5,0.7908163265265775,0.0851063829787234,0.02,0.046511627906976744,0.9872611464905271,0.7002551020408163
1,0.9,0.3333333333333333,0.9086294416197532,0.09090909090909091,0.015,0.05263157894736842,0.9889502762376302,0.7614213197969544
2,0.73,0.4074074074074074,0.7803468208047379,0.2894736842105263,0.135,0.22448979591836735,0.894039735093417,0.6570327552986512
3,0.89,0.0,0.8944723618045505,0.0,0.005,0.0,0.9944134078156738,0.42211055276381915
4,0.575,0.41379310344827586,0.6023391812830273,0.22018348623853212,0.145,0.15,0.8583333333261806,0.4898164952611414
5,0.72,0.5555555555555556,0.7277486910956663,0.15151515151515152,0.045,0.08771929824561403,0.9720279720211747,0.7108784176847004
6,0.52,0.5454545454545454,0.518518518515775,0.1111111111111111,0.055,0.061855670103092786,0.9514563106703742,0.5863395863395863
7,0.38,0.8421052631578947,0.3314917127053509,0.20512820512820512,0.095,0.11678832116788321,0.9523809523658353,0.6554230881070079
8,0.81,0.4,0.8315789473640444,0.17391304347826086,0.05,0.1111111111111111,0.963414634140467,0.6494736842105264
9,0.79,0.16666666666666666,0.8092783505112924,0.045454545454545456,0.03,0.02631578947368421,0.9691358024631536,0.45103092783505155
10,0.695,0.0,0.6984924623080478,0.0,0.005,0.0,0.9928571428500511,0.3316582914572864
11,0.665,1.0,0.6633165829112396,0.028985507246376812,0.005,0.014705882352941176,0.9999999999924243,0.9698492462311558
12,0.735,0.5,0.7373737373700133,0.03636363636363636,0.01,0.018867924528301886,0.9931972789048082,0.643939393939394
13,0.855,0.5714285714285714,0.8652849740887809,0.21621621621621623,0.035,0.13333333333333333,0.982352941170692,0.7816432272390822
